Date_2023,Age_days,Injury,Clonality,Spec,CGO,Removed_AB,SLA,LDMC,SRL,RDMC,Root_diameter,BB,AB,Flowering,N_roots,C_roots,N_leaves
1.6.,60,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,230.96,0.17,99.4812,0.1612,0.2842,2.2281,3.9576,N,1.38,42.86,2.4
1.6.,60,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,223.19,0.2,179.401,0.1247,0.2459,2.0829,4.7634,N,1.82,43.49,2.62
1.6.,60,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,303.06,0.15,135.6725,0.1172,0.2948,1.9544,3.3583,N,1.78,42.67,3.14
1.6.,60,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,234.88,0.18,127.1348,0.1433,0.2646,1.8383,3.7072,N,1.82,39.58,3.03
1.6.,60,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,209.65,0.21,156.7527,0.1404,0.2464,2.4467,4.4995,N,1.54,38.69,2.07
1.6.,60,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,212.35,0.16,97.5379,0.0589,0.4849,0.4479,0.8109,N,2.75,39.36,3.96
1.6.,60,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,303.18,0.15,158.4252,0.046,0.4353,0.2229,0.4085,N,3.51,38.22,4.11
1.6.,60,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,304.12,0.17,196.5597,0.0562,0.3602,0.1701,0.3247,N,4.17,38.92,4.35
1.6.,60,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,313.89,0.15,126.8712,0.0518,0.4603,0.1728,0.3515,N,3.75,39.18,4.94
1.6.,60,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,255.66,0.17,219.1233,0.0503,0.3425,0.3216,0.4982,N,4.39,39.12,5.12
1.6.,60,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,255.26,0.14,139.3719,0.0555,0.423,0.4571,0.7727,N,3.39,39.08,4.73
12.6._,70,N,non-clon,Artemisia_campestris_L.,NA,NA,425.62,0.07,557.5782,0.0476,0.2122,0.0359,0.3741,N,4.38,39.9,6.36
12.6._,70,N,non-clon,Artemisia_campestris_L.,NA,NA,304.77,0.1,351.4928,0.053,0.2478,0.1186,1.4888,N,4.84,38.18,6.83
12.6._,70,N,non-clon,Artemisia_campestris_L.,NA,NA,228.18,0.11,554.6325,0.0736,0.2048,0.0935,0.5603,N,4.62,38.44,5.23
12.6._,70,N,non-clon,Artemisia_campestris_L.,NA,NA,234.63,0.09,457.7718,0.0519,0.2362,0.4804,2.8079,N,3.78,41.57,4.79
12.6._,70,N,non-clon,Artemisia_campestris_L.,NA,NA,404.81,0.08,627.5893,0.0494,0.2035,0.0271,0.2557,N,4.39,39.21,5.47
12.6._,70,N,non-clon,Artemisia_campestris_L.,NA,NA,214.79,0.1,320.7035,0.0533,0.2607,0.2751,1.9167,N,4.54,40.56,4.78
12.6._,70,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,170.32,0.19,104.8345,0.1535,0.2876,3.865,5.4551,N,1.63,42.21,2.4
12.6._,70,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,268.82,0.13,327.2587,0.0501,0.2986,1.0656,4.1126,Y,4.03,38.99,3.32
12.6._,70,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,129.88,0.22,152.6225,0.1303,0.2738,2.2643,5.1628,N,2.95,39.73,3.54
12.6._,70,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,187.96,0.16,230.9176,0.0857,0.258,2.3662,4.6387,N,2.74,40.49,3.24
12.6._,70,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,183.35,0.18,185.816,0.1173,0.2441,2.424,4.8018,N,2.27,41.57,2.8
12.6._,70,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,191.97,0.16,179.5292,0.0946,0.2809,2.6391,4.5074,N,2.01,39.8,2.77
12.6._,70,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,190.58,0.19,491.127,0.0771,0.1661,0.1475,0.7902,N,3.05,41.46,4.91
12.6._,70,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,340.32,0.14,562.0538,0.0865,0.1584,0.0773,0.6557,N,2.96,35.74,4.39
12.6._,70,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,209.63,0.18,532.9321,0.1078,0.1615,0.2332,1.3,N,3.59,44.09,4.42
12.6._,70,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,248.5,0.17,566.4643,0.0921,0.1637,0.1233,0.7933,N,3.55,40.12,4.22
12.6._,70,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,222.22,0.18,547.3042,0.079,0.1821,0.1394,1.1147,N,3.4,41.85,3.97
12.6._,70,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,214.58,0.16,568.5517,0.0906,0.181,0.1348,1.0477,N,3.61,47.33,4.21
12.6._,70,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,217.05,0.26,304.6266,0.0833,0.1945,0.8913,4.7352,N,2.44,34.09,3.14
12.6._,70,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,455.3,0.19,484.377,0.0901,0.1667,1.1459,4.5758,N,2.03,29.01,3.6
12.6._,70,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,459.7,0.17,473.6763,0.0772,0.1682,1.9042,4.4261,N,2.69,43.26,2.99
12.6._,70,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,450.18,0.16,532.9118,0.0816,0.1693,1.3459,5.3486,Y,2.17,35.91,4.28
12.6._,70,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,367.97,0.18,323.5406,0.0981,0.1837,1.3464,4.953,Y,3.12,43.94,3.41
12.6._,70,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,264.14,0.24,332.4487,0.1183,0.1727,1.3063,5.745,Y,2.15,13.13,2.27
12.6._,70,N,non-clon,Hypericum_montanum_L.,NA,NA,668.08,0.18,335.4805,0.0717,0.2442,0.0044,0.0193,N,3.62,27.95,4.97
12.6._,70,N,non-clon,Hypericum_montanum_L.,NA,NA,585.93,0.27,388.8784,0.0754,0.1996,0.0038,0.0189,N,5.91,42.89,3.62
12.6._,70,N,non-clon,Hypericum_montanum_L.,NA,NA,440.61,0.3,837.7881,0.0337,0.2073,0.0006,0.0058,N,3.98,40.59,3.71
12.6._,70,N,non-clon,Hypericum_montanum_L.,NA,NA,544.5,0.22,580.1031,0.0456,0.2267,0.0022,0.0067,N,NA,NA,4.41
12.6._,70,N,non-clon,Hypericum_montanum_L.,NA,NA,D,D,D,D,D,D,D,D,D,D,D
12.6._,70,N,non-clon,Hypericum_montanum_L.,NA,NA,D,D,D,D,D,D,D,D,D,D,D
12.6._,70,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,402.15,0.1,429.4882,0.0882,0.2285,0.172,1.0268,N,2.95,36.92,4.86
12.6._,70,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,416.38,0.1,505.3389,0.0656,0.2094,0.1499,1.4087,N,3.05,40.78,4.74
12.6._,70,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,236.09,0.15,328.0242,0.099,0.2433,0.8183,5.5237,Y,2.03,37,3.02
12.6._,70,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,304.79,0.14,404.8468,0.0741,0.2531,0.7025,3.7864,Y,2.27,39.96,3.88
12.6._,70,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,377.16,0.11,408.9339,0.0829,0.2065,0.2025,1.1321,N,3.36,40.08,4.56
12.6._,70,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,409.78,0.11,374.0429,0.068,0.225,0.5952,2.6308,N,2.84,38.39,4.25
12.6._,70,N,non-clon,Lythrum_salicaria_L.,NA,NA,381.85,0.17,457.0563,0.0507,0.2634,1.3737,6.6607,N,1.59,27.64,2.44
12.6._,70,N,non-clon,Lythrum_salicaria_L.,NA,NA,315.94,0.19,321.3948,0.0647,0.2905,1.9833,6.9677,N,1.83,40.39,1.95
12.6._,70,N,non-clon,Lythrum_salicaria_L.,NA,NA,467.9,0.17,348.1888,0.0498,0.3147,0.5374,3.507,N,2.73,39.29,4.55
12.6._,70,N,non-clon,Lythrum_salicaria_L.,NA,NA,321.54,0.19,462.6701,0.0542,0.255,1.4761,8.3221,N,2.16,42.31,2.18
12.6._,70,N,non-clon,Lythrum_salicaria_L.,NA,NA,400.53,0.19,325.8823,0.0525,0.3022,1.4479,6.2771,N,2.56,41.33,2.94
12.6._,70,N,non-clon,Lythrum_salicaria_L.,NA,NA,353.31,0.2,415.6647,0.0504,0.2695,1.7764,7.2396,N,1.94,42.6,3.05
12.6._,70,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,201.8,0.34,141.6842,0.117,0.2957,2.2011,6.7661,N,1.7,43.92,2.54
12.6._,70,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,290.35,0.22,156.6889,0.0852,0.3171,1.8923,6.3467,Y,2.38,35.58,2.65
12.6._,70,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,274.07,0.27,246.6207,0.0883,0.2709,1.0363,5.1792,Y,2.62,39.52,3.86
12.6._,70,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,287.27,0.29,217.1759,0.0702,0.3196,1.8025,5.8145,N,2.11,42.32,4.08
12.6._,70,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,303.98,0.19,200.1869,0.0781,0.2915,1.9051,6.7944,Y,2.04,43.63,2.61
12.6._,70,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,259.44,0.39,227.2947,0.085,0.2714,1.3852,6.969,N,2.14,42.78,2.84
12.6._,70,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,330.25,0.18,74.6244,0.124,0.356,4.1942,6.3099,N,1.4,38.75,2.58
12.6._,70,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,385.46,0.16,173.1,0.1137,0.261,3.4958,6.3751,N,1.55,42.53,1.66
12.6._,70,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,374.13,0.18,151.4579,0.1173,0.2701,3.3042,6.3462,N,1.61,43.04,2.13
12.6._,70,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,275.54,0.24,93.1926,0.1153,0.3439,3.6213,5.5468,N,1.89,42.74,2.12
12.6._,70,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,277.62,0.21,94.7942,0.1093,0.3585,2.8506,5.2005,N,1.6,37.74,2.08
12.6._,70,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,425.91,0.16,171.709,0.0827,0.2943,2.9531,3.9067,N,2.06,40.21,3.06
12.6._,70,N,non-clon,Trifolium_montanum_L.,NA,NA,318.92,0.18,226.2833,0.0653,0.3187,0.2071,0.3403,N,3.4,39.82,4.34
12.6._,70,N,non-clon,Trifolium_montanum_L.,NA,NA,295.55,0.2,240.7124,0.0686,0.2907,0.2201,0.495,N,3.73,39.9,4.36
12.6._,70,N,non-clon,Trifolium_montanum_L.,NA,NA,344.88,0.17,213.6744,0.0619,0.3215,0.2211,0.3468,N,3.7,39.57,4.27
12.6._,70,N,non-clon,Trifolium_montanum_L.,NA,NA,320.31,0.19,204.943,0.0723,0.3122,0.2053,0.4877,N,4.07,39.54,4.26
12.6._,70,N,non-clon,Trifolium_montanum_L.,NA,NA,300.26,0.21,349.1387,0.0559,0.2677,0.1811,0.3276,N,3.33,40.11,4.1
12.6._,70,N,non-clon,Trifolium_montanum_L.,NA,NA,365.62,0.18,272.7213,0.0848,0.2595,0.1466,0.3819,N,3.47,41.58,4.02
12.6._,70,N,clon,Artemisia_absinthium,stolon,NA,427.3,0.13,298.4317,0.0772,0.243,3.5572,6.5252,N,2.73,44.18,2.76
12.6._,70,N,clon,Artemisia_absinthium,stolon,NA,293.22,0.18,166.6982,0.1021,0.2827,1.9731,4.742,N,2.87,44.12,3.35
12.6._,70,N,clon,Artemisia_absinthium,stolon,NA,273.82,0.2,142.2826,0.0794,0.3519,3.2782,4.8618,N,2.25,43.28,3.28
12.6._,70,N,clon,Artemisia_absinthium,stolon,NA,219.06,0.23,273.3124,0.0801,0.2442,2.2958,5.1183,N,2.31,39.49,3.42
12.6._,70,N,clon,Artemisia_absinthium,stolon,NA,210.94,0.21,239.0447,0.0756,0.2848,2.8131,6.9028,N,2.32,42.34,3.12
12.6._,70,N,clon,Artemisia_absinthium,stolon,NA,264.64,0.18,171.7384,0.0946,0.2682,2.2679,4.0109,N,2.2,42.07,3.72
12.6._,70,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,312.86,0.13,118.4975,0.1154,0.3236,2.7428,4.3236,N,1.83,32.83,3.29
12.6._,70,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,284.07,0.11,91.1715,0.096,0.4111,2.7054,4.6401,N,1.92,40.79,3.65
12.6._,70,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,283.08,0.15,124.158,0.1186,0.2979,3.2284,4.8677,N,1.87,39.8,2.44
12.6._,70,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,261.25,0.14,129.9761,0.1198,0.2976,4.4103,7.5927,N,1.64,41.62,2.23
12.6._,70,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,299.93,0.14,186.2596,0.0935,0.2804,1.4953,3.5828,N,2.48,40.59,4.77
12.6._,70,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,412.78,0.11,124.2351,0.1038,0.3212,2.2945,4.1112,N,2.07,34.18,3.72
12.6._,70,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,276.23,0.2,825.6265,0.0847,0.1383,0.1803,1.6102,N,3.74,40.28,4.51
12.6._,70,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,294.2,0.21,536.8272,0.0937,0.1672,0.6067,2.5779,N,3.25,35.45,5.1
12.6._,70,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,372.28,0.24,543.925,0.1017,0.1564,0.2508,1.4257,N,3.88,40.38,4.94
12.6._,70,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,234.27,0.23,718.0723,0.0818,0.1482,0.1969,1.4386,N,3.64,40.15,4.66
12.6._,70,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,253.09,0.22,442.3921,0.0872,0.1718,0.1415,0.9354,N,3.93,41.31,5.36
12.6._,70,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,235.77,0.23,585.2333,0.075,0.1627,0.1532,1.382,N,3.45,41.28,4.74
12.6._,70,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,441.37,0.16,274.2433,0.0981,0.2206,0.2633,0.8596,N,4.87,42,5.81
12.6._,70,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,333.78,0.18,302.2433,0.1191,0.1924,0.3676,1.4471,N,4.14,42.55,4.08
12.6._,70,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,322.72,0.23,521.2698,0.0647,0.1716,0.2982,0.8069,N,5.1,41.28,4.07
12.6._,70,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,381.25,0.21,178.9177,0.1056,0.2723,0.3292,0.8855,N,4.12,43.7,5.21
12.6._,70,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,234.33,0.26,332.7108,0.0888,0.1944,0.2404,1.2187,N,5.32,40.65,3.93
12.6._,70,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,441.6,0.18,303.665,0.1013,0.211,0.2717,0.6435,N,5.05,40.89,4.3
12.6._,70,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,445.92,0.21,341.6373,0.0662,0.2656,0.0873,0.5621,N,4.16,40.44,4.22
12.6._,70,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,477.53,0.23,311.1563,0.0791,0.2444,0.1809,0.7192,N,4.22,40.89,5.34
12.6._,70,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,534.62,0.19,350.4954,0.0585,0.2672,0.2925,1.1048,N,4.02,40.89,5
12.6._,70,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,643.45,0.18,410.3958,0.0619,0.2307,0.0593,0.2547,N,3.38,39.96,5.88
12.6._,70,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,764.81,0.17,454.7478,0.057,0.234,0.0699,0.3155,N,3.35,39.55,4.97
12.6._,70,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,539.64,0.19,263.6103,0.054,0.2833,0.1434,0.5596,N,3.25,40.72,5.17
12.6._,70,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,400.17,0.14,157.7542,0.0954,0.2684,0.6995,2.5621,N,2.51,39.59,5.4
12.6._,70,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,468.05,0.12,368.8434,0.072,0.2401,0.4803,1.9266,N,2.31,38.37,5.14
12.6._,70,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,368.2,0.15,348.2844,0.075,0.218,0.6191,2.6895,N,2.56,42.11,5.43
12.6._,70,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,466.76,0.13,283.4039,0.0887,0.2339,0.5786,2.5635,N,2.66,39.77,6.05
12.6._,70,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,433.5,0.14,292.6975,0.0848,0.2465,0.6334,2.0944,N,2.34,38.7,6.2
12.6._,70,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,375.8,0.15,431.3079,0.0716,0.2302,0.1689,1.0424,N,4.16,39.29,3.05
12.6._,70,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,340.27,0.22,458.5204,0.0617,0.2399,1.5196,4.3804,N,2.28,44.97,4.29
12.6._,70,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,367.11,0.21,346.9998,0.0595,0.2667,0.402,2.0985,N,2.34,40.48,3.69
12.6._,70,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,294.96,0.23,312.2077,0.0574,0.2866,1.3289,4.2903,N,2.04,40.29,3.76
12.6._,70,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,334.71,0.2,401.0953,0.0443,0.2506,0.5683,3.3265,N,2.04,39.54,4.74
12.6._,70,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,372.07,0.19,296.3673,0.0777,0.2538,0.563,3.0818,N,2.34,40.84,5.16
12.6._,70,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,357.26,0.2,265.1775,0.0543,0.3332,1.1877,4.09,N,2.27,39.56,3.18
12.6._,70,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,356.41,0.2,296.175,0.0585,0.2806,0.2741,1.6332,N,3.05,40.21,4.84
12.6._,70,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,239.14,0.26,247.5312,0.0611,0.2981,0.3159,2.2733,N,4.77,41.9,4.09
12.6._,70,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,542.02,0.21,344.8294,0.0522,0.2693,0.3061,1.2538,N,2.83,30.46,5.13
12.6._,70,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,459.1,0.21,300.72,0.063,0.2606,0.18,0.7387,N,2.63,40.4,5.39
12.6._,70,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,404.27,0.17,282.984,0.057,0.2769,0.2547,1.0034,N,2.5,38.7,4.72
12.6._,70,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,414.38,0.23,294.3192,0.0592,0.2933,0.76,2.6658,N,2.34,41.29,6.77
12.6._,70,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,276.36,0.18,141.8214,0.1477,0.2602,5.1128,6.986,N,1.23,42.23,2.81
12.6._,70,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,220.53,0.19,161.5529,0.1431,0.2522,3.5372,6.2253,N,1.47,42.66,2.62
12.6._,70,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,281.98,0.17,114.5931,0.1577,0.2766,5.4411,6.6123,N,1.03,41.74,2.24
12.6._,70,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,256.79,0.17,212.0789,0.1064,0.26,2.223,5.5464,N,1.89,40.44,2.9
12.6._,70,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,318.53,0.17,192.7222,0.125,0.2403,3.0912,6.449,N,1.52,42.65,2.41
12.6._,70,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,269.89,0.18,134.2492,0.1494,0.2741,4.8521,7.257,N,1.48,40.52,2.52
12.6._,70,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,330.71,0.15,169.5267,0.0468,0.4175,0.3759,0.9528,N,3.17,37.65,4.61
12.6._,70,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,338.09,0.16,134.2909,0.0616,0.4061,0.5342,1.5141,N,3.87,38.61,4.97
12.6._,70,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,270.41,0.14,191.2194,0.0542,0.3643,0.5394,1.2773,N,3.85,37.35,4.77
12.6._,70,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,276.15,0.14,191.022,0.0524,0.3805,0.344,0.7409,N,3.72,36.23,5.29
12.6._,70,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,265.04,0.19,187.383,0.0555,0.3794,0.6293,1.8612,N,4.09,39.24,5.73
12.6._,70,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,250.64,0.12,133.8116,0.0501,0.4592,0.6107,1.6884,N,3.45,38.43,4.6
22.6.,80,N,non-clon,Artemisia_campestris_L.,NA,NA,190.61,0.15,436.0454,0.065,0.2341,1.5411,5.4028,N,3.84,42.27,3.52
22.6.,80,N,non-clon,Artemisia_campestris_L.,NA,NA,227.08,0.11,532.5746,0.0732,0.1945,0.7515,4.3859,N,4.72,40.74,4.58
22.6.,80,N,non-clon,Artemisia_campestris_L.,NA,NA,214.82,0.12,565.4979,0.0634,0.2064,1.1331,5.3647,N,4.3,42.13,4.26
22.6.,80,N,non-clon,Artemisia_campestris_L.,NA,NA,199.96,0.14,429.7548,0.0528,0.2309,0.8079,2.5137,N,5.28,41.07,5.69
22.6.,80,N,non-clon,Artemisia_campestris_L.,NA,NA,347.81,0.08,526.7014,0.0452,0.2233,0.2653,2.2326,N,5.16,40.11,5.09
22.6.,80,N,non-clon,Artemisia_campestris_L.,NA,NA,238.25,0.1,523.4863,0.0503,0.2124,0.3676,3.1956,N,4.07,40.46,4.71
22.6.,80,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,140.04,0.2,148.0485,0.0993,0.2911,3.9493,5.7811,N,2.48,33.05,3.78
22.6.,80,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,196.47,0.15,212.8503,0.0969,0.2552,3.5813,5.3533,N,2.25,40.24,3.49
22.6.,80,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,179.96,0.15,207.742,0.0827,0.2695,2.5307,6.1767,N,2.53,40,4.21
22.6.,80,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,172.11,0.17,141.3589,0.1227,0.2645,2.2794,7.2911,N,2.09,39.49,3.6
22.6.,80,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,175.11,0.15,134.3148,0.1206,0.2816,2.4876,5.517,N,3.69,40.43,4.36
22.6.,80,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,181.99,0.17,164.8033,0.1132,0.2631,4.9651,6.1246,N,1.71,35,2.41
22.6.,80,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,239.63,0.16,410.1271,0.0832,0.1893,0.1243,1.0399,N,3.09,40.09,4.15
22.6.,80,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,178.72,0.22,366.1933,0.1181,0.2,0.2411,2.3587,N,3.04,42.99,2.59
22.6.,80,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,207.52,0.2,619.8928,0.0722,0.1541,0.2948,2.0177,N,3.37,40.92,4.88
22.6.,80,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,259.24,0.18,657.2122,0.0578,0.1584,0.2029,0.8348,N,3.81,40.28,4.37
22.6.,80,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,213.66,0.23,647.2773,0.0809,0.1428,0.2161,1.7204,N,3.04,41.44,4
22.6.,80,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,213.16,0.18,593.8483,0.0646,0.1607,0.236,1.8061,N,3.26,40.31,4.31
22.6.,80,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,289.45,0.25,272.6181,0.1072,0.1923,1.81,8.6532,Y,1.89,39.45,2.26
22.6.,80,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,412.72,0.19,167.607,0.1067,0.2532,1.7477,8.4181,Y,2.25,40.19,2.7
22.6.,80,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,254.59,0.24,346.7323,0.0884,0.1688,2.4819,8.1106,Y,1.83,39.83,2.18
22.6.,80,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,312.22,0.21,427.4677,0.0841,0.1869,1.8208,6.7397,Y,2.25,37.79,2.86
22.6.,80,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,625.96,0.13,328.9775,0.0908,0.2048,2.0515,7.6885,Y,2.63,41.44,3.36
22.6.,80,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,514.81,0.18,395.6394,0.0853,0.1891,1.5999,9.733,Y,1.91,41.21,2.35
22.6.,80,N,non-clon,Hypericum_montanum_L.,NA,NA,651.23,0.23,840.8852,0.0377,0.192,0.0004,0.0045,N,NA,MV,3.95
22.6.,80,N,non-clon,Hypericum_montanum_L.,NA,NA,841.99,0.19,1127.4582,0.0263,0.1957,0.0004,0.0041,N,5.55,MV,5.27
22.6.,80,N,non-clon,Hypericum_montanum_L.,NA,NA,D,D,D,D,D,D,D,D,D,D,D
22.6.,80,N,non-clon,Hypericum_montanum_L.,NA,NA,381.83,0.37,399.5262,0.0568,0.2282,0.002,0.0113,N,4.31,MV,2.9
22.6.,80,N,non-clon,Hypericum_montanum_L.,NA,NA,D,D,D,D,D,D,D,D,D,D,D
22.6.,80,N,non-clon,Hypericum_montanum_L.,NA,NA,D,D,D,D,D,D,D,D,D,D,D
22.6.,80,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,359.17,0.12,477.9332,0.0484,0.2335,0.7684,4.5149,Y,1.77,34.17,4.6
22.6.,80,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,365.44,0.12,412.7268,0.0861,0.2303,0.5203,3.3537,N,2.82,37.39,4.8
22.6.,80,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,383.86,0.12,378.2597,0.0774,0.2243,0.1457,1.3271,N,3.07,38.87,4.48
22.6.,80,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,382.03,0.11,497.4,0.0621,0.1815,0.2932,3.3991,Y,2.33,39.05,4.64
