Date_2023,Age_days,Injury,Clonality,Spec,CGO,Removed_AB,SLA,LDMC,SRL,RDMC,Root_diameter,BB,AB,Flowering,N_roots,C_roots,N_leaves
20.4.,20,N,non-clon,Artemisia_campestris_L.,NA,NA,466.76,0.11,203.587,0.12,0.2136,0.0012,0.001,N,NA,MV,6.69
20.4.,20,N,non-clon,Artemisia_campestris_L.,NA,NA,726.28,0.04,496.956,0.0319,0.215,0.0006,0.0014,N,5.15,MV,6.64
20.4.,20,N,non-clon,Artemisia_campestris_L.,NA,NA,864.99,0.04,574.7664,0.0444,0.1636,0.0004,0.0008,N,NA,MV,5.61
20.4.,20,N,non-clon,Artemisia_campestris_L.,NA,NA,1068.7,0.03,425.1707,0.0526,0.1707,0.0012,0.001,N,4.74,MV,5.96
20.4.,20,N,non-clon,Artemisia_campestris_L.,NA,NA,456.14,0.05,364.618,0.0503,0.2016,0.002,0.003,N,4.39,MV,6.65
20.4.,20,N,non-clon,Artemisia_campestris_L.,NA,NA,360.68,0.07,208.8966,0.0813,0.2175,0.0026,0.0024,N,4.46,MV,6.53
20.4.,20,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,526.05,0.1,278.654,0.0454,0.2646,0.0054,0.0052,N,3.6,MV,6.03
20.4.,20,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,474.64,0.09,250.9087,0.0538,0.2406,0.0064,0.0104,N,4.53,MV,6.3
20.4.,20,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,601.23,0.05,222.3883,0.0613,0.2637,0.005,0.0063,N,4.06,MV,6.43
20.4.,20,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,570.7,0.08,232.1552,0.063,0.251,0.0044,0.0085,N,3.94,MV,5.84
20.4.,20,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,622.91,0.07,257.9149,0.0597,0.2641,0.0038,0.0069,N,4.09,MV,5.91
20.4.,20,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,468.51,0.09,251.2731,0.0584,0.2806,0.0048,0.0081,N,4.05,MV,6.48
20.4.,20,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,354.84,0.17,2897.5826,0.0169,0.1436,0.0002,0.0016,N,NA,MV,4.81
20.4.,20,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,299.64,0.23,421.7408,0.0789,0.1702,0.0012,0.0025,N,4.68,MV,5.75
20.4.,20,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,238.91,0.29,343.7132,0.0964,0.1874,0.0016,0.0025,N,4.42,MV,6.49
20.4.,20,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,448.92,0.15,353.6622,0.0988,0.168,0.0016,0.001,N,2.61,MV,6.5
20.4.,20,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,542.88,0.14,397.1955,0.0933,0.1808,0.0014,0.0015,N,3.49,MV,6.04
20.4.,20,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,670.97,0.13,516.1589,0.0877,0.1789,0.001,0.0012,N,3.25,MV,5.46
20.4.,20,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,921.59,0.08,470.1497,0.0545,0.1549,0.0012,0.0022,N,4.84,MV,6.31
20.4.,20,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,825.59,0.09,328.4602,0.0957,0.162,0.0018,0.0016,N,4.79,MV,6.99
20.4.,20,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,531.49,0.11,420.4038,0.0563,0.1514,0.0016,0.0019,N,4.39,MV,6.15
20.4.,20,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,315.92,0.22,193.288,0.1304,0.1629,0.0012,0.0011,N,5.07,MV,8.04
20.4.,20,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,421.83,0.14,419.724,0.1111,0.1438,0.0006,0.0008,N,NA,MV,NA
20.4.,20,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,909.68,0.11,374.9274,0.12,0.1529,0.0006,0.0002,N,4.25,MV,6.46
20.4.,20,N,non-clon,Hypericum_montanum_L.,NA,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,non-clon,Hypericum_montanum_L.,NA,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,non-clon,Hypericum_montanum_L.,NA,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,non-clon,Hypericum_montanum_L.,NA,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,non-clon,Hypericum_montanum_L.,NA,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,non-clon,Hypericum_montanum_L.,NA,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,307.33,0.2,697.8494,0.0769,0.1529,0.0004,0.0011,N,NA,MV,5.54
20.4.,20,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,676.16,0.13,388.8169,0.0625,0.1853,0.0002,0.0004,N,4.15,MV,NA
20.4.,20,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,557.11,0.09,567.278,0.069,0.1687,0.0012,0.0018,N,4.27,MV,5.45
20.4.,20,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,359.53,0.24,268.9825,0.1071,0.1753,0.0006,0.0008,N,NA,MV,5.45
20.4.,20,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,476.31,0.16,1383.2313,0.0417,0.1474,0.0002,0.0013,N,3.72,MV,6.52
20.4.,20,N,non-clon,Lythrum_salicaria_L.,NA,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,non-clon,Lythrum_salicaria_L.,NA,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,non-clon,Lythrum_salicaria_L.,NA,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,non-clon,Lythrum_salicaria_L.,NA,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,non-clon,Lythrum_salicaria_L.,NA,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,non-clon,Lythrum_salicaria_L.,NA,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,716.99,0.1,347.2,0.0494,0.2515,0.0056,0.0062,N,4.46,MV,5.77
20.4.,20,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,472.88,0.15,118.8214,0.0683,0.3814,0.008,0.0103,N,4.36,MV,6.22
20.4.,20,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,526.06,0.16,168.4585,0.0671,0.3304,0.0038,0.0069,N,4.17,MV,6.47
20.4.,20,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,513.89,0.14,252.2212,0.0578,0.2453,0.0082,0.0101,N,4.79,MV,5.98
20.4.,20,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,510.82,0.14,216.7066,0.0486,0.3254,0.0064,0.0079,N,4.78,MV,5.43
20.4.,20,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,510.46,0.15,271.7327,0.0611,0.2431,0.006,0.0079,N,5.01,MV,5.92
20.4.,20,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,552.36,0.15,405.6118,0.0612,0.2227,0.0006,0.0008,N,NA,MV,7.08
20.4.,20,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,664.16,0.1,356.661,0.0588,0.2313,0.001,0.0013,N,4.81,MV,5.47
20.4.,20,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,527.06,0.12,379.9438,0.0882,0.1901,0.0006,0.0006,N,NA,MV,5.32
20.4.,20,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,591.19,0.12,339.5305,0.0714,0.2391,0.0008,0.0011,N,NA,MV,5.68
20.4.,20,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,1099.52,0.07,732.806,0.0308,0.2419,0.0004,0.0007,N,4.26,MV,5.61
20.4.,20,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,618.91,0.1,106.933,0.1528,0.2615,0.0022,0.0011,N,5.54,MV,6.12
20.4.,20,N,non-clon,Trifolium_montanum_L.,NA,NA,346.88,0.23,380.0814,0.0308,0.3823,0.0004,0.0013,N,NA,MV,4.7
20.4.,20,N,non-clon,Trifolium_montanum_L.,NA,NA,591.28,0.13,378.537,0.0217,0.4157,0.0004,0.0016,N,NA,MV,5.69
20.4.,20,N,non-clon,Trifolium_montanum_L.,NA,NA,443.26,0.19,230.1847,0.043,0.3906,0.0008,0.0021,N,4.68,MV,5.45
20.4.,20,N,non-clon,Trifolium_montanum_L.,NA,NA,548.8,0.16,97.7064,0.0923,0.3888,0.0012,0.0012,N,4.24,MV,5.58
20.4.,20,N,non-clon,Trifolium_montanum_L.,NA,NA,571.68,0.13,124.6182,0.0625,0.4663,0.0008,0.001,N,4.19,MV,6.09
20.4.,20,N,non-clon,Trifolium_montanum_L.,NA,NA,517.68,0.16,180.0983,0.0531,0.4012,0.0012,0.0016,N,5.02,MV,4.9
20.4.,20,N,clon,Artemisia_absinthium,stolon,NA,750.64,0.05,361.4536,0.0737,0.1919,0.0014,0.001,N,5.86,MV,6.22
20.4.,20,N,clon,Artemisia_absinthium,stolon,NA,888.89,0.1,257.2467,0.1111,0.2137,0.0006,0.0002,N,NA,MV,NA
20.4.,20,N,clon,Artemisia_absinthium,stolon,NA,830.17,0.06,486.5791,0.0556,0.1943,0.0006,0.0004,N,5.08,MV,6.67
20.4.,20,N,clon,Artemisia_absinthium,stolon,NA,981.49,0.05,473.4917,0.0508,0.2269,0.0006,0.0008,N,NA,MV,5.91
20.4.,20,N,clon,Artemisia_absinthium,stolon,NA,409.46,0.14,556.944,0.0375,0.2545,0.0006,0.0013,N,NA,MV,7.02
20.4.,20,N,clon,Artemisia_absinthium,stolon,NA,911.2,0.05,1143.2305,0.0213,0.1913,0.0002,0.0008,N,4.46,MV,6.01
20.4.,20,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,633.71,0.07,118.0808,0.0685,0.4041,0.0104,0.011,N,4.21,MV,5.37
20.4.,20,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,689.18,0.06,189.3981,0.0605,0.3308,0.0092,0.0105,N,4.55,MV,6.05
20.4.,20,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,532,0.08,120.1275,0.0679,0.3923,0.0128,0.0116,N,5.26,MV,6.03
20.4.,20,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,608.91,0.08,143.9739,0.0673,0.3776,0.0134,0.011,N,5.1,MV,5.76
20.4.,20,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,486.62,0.09,139.5069,0.0561,0.3955,0.012,0.0116,N,4.74,MV,5.31
20.4.,20,N,clon,Centaurea_jacea_L._s.l.,hypogeogenous_rhizome,NA,598.32,0.07,168.4619,0.0558,0.4005,0.0108,0.0126,N,5.2,MV,6.37
20.4.,20,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,344.06,0.24,1184.6446,0.0345,0.1649,0.0002,0.0017,N,NA,MV,6.38
20.4.,20,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,332.32,0.33,833.4742,0.0476,0.1719,0.0002,0.0007,N,NA,MV,NA
20.4.,20,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,841.75,0.1,1180.9725,0.0556,0.1556,0.0002,0.0011,N,NA,MV,9.43
20.4.,20,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,407.67,0.22,641.1535,0.0741,0.1628,0.0004,0.0021,N,NA,MV,5.51
20.4.,20,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,412.9,0.2,726.7179,0.0652,0.16,0.0006,0.002,N,4.09,MV,5.66
20.4.,20,N,clon,Dianthus_deltoides_L.,hypogeogenous_rhizome,NA,819.26,0.11,460.4084,0.0952,0.1526,0.0008,0.001,N,4.23,MV,5.01
20.4.,20,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,772.4,0.14,319.9609,0.0845,0.1898,0.0012,0.0006,N,NA,MV,NA
20.4.,20,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,548.12,0.2,237.4075,0.1404,0.1868,0.0016,0.0012,N,4.35,MV,4.8
20.4.,20,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,304,0.23,300.7843,0.1042,0.1835,0.001,0.0012,N,NA,MV,NA
20.4.,20,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,631.54,0.11,253.9407,0.125,0.1937,0.0016,0.0015,N,3.39,MV,6.2
20.4.,20,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,340.77,0.25,237.0258,0.125,0.2013,0.0008,0.0012,N,3.71,MV,NA
20.4.,20,N,clon,Galium_boreale_L.,hypogeogenous_rhizome,NA,639.07,0.15,398.188,0.0816,0.1751,0.0008,0.001,N,5.55,MV,6.53
20.4.,20,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,clon,Hypericum_maculatum,hypogeogenous_rhizome,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,457.53,0.21,746.6728,0.0645,0.1818,0.0004,0.0012,N,NA,MV,NA
20.4.,20,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,826.16,0.14,585.4384,0.0882,0.1842,0.0006,0.0012,N,NA,MV,7.19
20.4.,20,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,782.7,0.1,433.3789,0.0741,0.1788,0.0004,0.0014,N,NA,MV,7.76
20.4.,20,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,550.54,0.13,670.2098,0.0714,0.1668,0.0004,0.0011,N,3.77,MV,NA
20.4.,20,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,814.69,0.08,897.5957,0.0357,0.1674,0.0002,0.001,N,NA,MV,NA
20.4.,20,N,clon,Lychnis_chalcedonica_L.,epigeogenous_rhizome,NA,389.25,0.33,1234.1122,0.0417,0.174,0.0002,0.0008,N,4.19,MV,5.83
20.4.,20,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,clon,Lythrum_virgatum_L.,hypogeogenous_rhizome,NA,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV,MV
20.4.,20,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,415.16,0.17,386.6591,0.0654,0.1975,0.0014,0.0038,N,4.25,MV,5.48
20.4.,20,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,460.33,0.18,432.8196,0.0494,0.21,0.0008,0.0023,N,NA,MV,5.75
20.4.,20,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,420.57,0.2,208.3344,0.0631,0.2996,0.0028,0.0051,N,3.89,MV,6.22
20.4.,20,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,393,0.22,243.4442,0.0738,0.2607,0.0018,0.004,N,3.68,MV,5.65
20.4.,20,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,397.1,0.26,175.5226,0.087,0.2834,0.0008,0.002,N,4.16,MV,4.74
20.4.,20,N,clon,Sanguisorba_officinalis_L.,epigeogenous_rhizome,NA,487.15,0.19,186.3875,0.0744,0.303,0.0018,0.0029,N,3.94,MV,5.56
20.4.,20,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,519.74,0.1,353.4735,0.0617,0.2588,0.001,0.0017,N,NA,MV,6.14
20.4.,20,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,370.4,0.11,755.8942,0.0351,0.2249,0.0004,0.0015,N,3.52,MV,5.93
20.4.,20,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,1086.11,0.05,412.9961,0.0588,0.224,0.0008,0.0008,N,NA,MV,5.36
20.4.,20,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,882.12,0.06,1283.4471,0.0213,0.2204,0.0002,0.0006,N,NA,MV,6.1
20.4.,20,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,533.74,0.07,396.5494,0.0496,0.2613,0.0012,0.0022,N,3.79,MV,6.05
20.4.,20,N,clon,Tanacetum_vulgare,hypogeogenous_rhizome,NA,1207.94,0.04,458.6265,0.0397,0.2746,0.001,0.0012,N,3.77,MV,6.23
20.4.,20,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,358.47,0.15,83.2925,0.0551,0.5494,0.0028,0.0053,N,4.42,MV,6.12
20.4.,20,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,294.66,0.16,79.4698,0.0697,0.5277,0.0034,0.0071,N,3.68,MV,4.7
20.4.,20,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,311.58,0.19,121.7231,0.0581,0.4894,0.003,0.0055,N,4.16,MV,5.21
20.4.,20,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,278.41,0.23,90.8358,0.0743,0.4813,0.0026,0.0039,N,3.86,MV,5.12
20.4.,20,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,257.09,0.17,57.97,0.0684,0.5963,0.0036,0.006,N,3.48,MV,4.75
20.4.,20,N,clon,Trifolium_pannonicum_Jacq.,epigeogenous_rhizome,NA,244.41,0.22,58.8263,0.0602,0.6397,0.003,0.0057,N,4.25,MV,5.87
1.5.,30,N,non-clon,Artemisia_campestris_L.,NA,NA,391.22,0.05,414.231,0.0494,0.2313,0.0052,0.0142,N,4.91,MV,6.51
1.5.,30,N,non-clon,Artemisia_campestris_L.,NA,NA,348.08,0.07,320.8296,0.0611,0.2477,0.0058,0.0124,N,4.82,MV,5.99
1.5.,30,N,non-clon,Artemisia_campestris_L.,NA,NA,558.36,0.04,469.2596,0.0515,0.2188,0.0028,0.0057,N,5.14,MV,5.51
1.5.,30,N,non-clon,Artemisia_campestris_L.,NA,NA,415.7,0.06,390.6765,0.0529,0.2101,0.006,0.0119,N,4.65,MV,5.77
1.5.,30,N,non-clon,Artemisia_campestris_L.,NA,NA,395.15,0.06,511.9117,0.0426,0.2329,0.009,0.0159,N,4.78,MV,5.02
1.5.,30,N,non-clon,Artemisia_campestris_L.,NA,NA,292.76,0.09,418.6046,0.0618,0.2196,0.0042,0.0098,N,3.26,MV,5.04
1.5.,30,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,351.12,0.1,437.3819,0.0485,0.2417,0.0365,0.0984,N,4.68,MV,5.67
1.5.,30,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,418.01,0.09,415.4594,0.048,0.2496,0.0277,0.0697,N,4.96,MV,5.46
1.5.,30,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,505.9,0.08,475.9115,0.0455,0.2456,0.0133,0.0795,N,4.74,MV,6.67
1.5.,30,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,605.78,0.05,364.0722,0.0476,0.2816,0.0222,0.0563,N,4.93,MV,5.55
1.5.,30,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,459.65,0.09,553.3878,0.0465,0.2202,0.0191,0.0517,N,4.69,MV,5.4
1.5.,30,N,non-clon,Centaurea_stoebe_L._s.l.,NA,NA,461.06,0.09,388.1934,0.0453,0.2561,0.0286,0.0741,N,4.94,MV,5.12
1.5.,30,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,519.47,0.09,700.5642,0.0667,0.1559,0.0028,0.0077,N,3.72,MV,5.59
1.5.,30,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,335.54,0.12,514.1529,0.0904,0.173,0.003,0.0108,N,3.35,MV,5.12
1.5.,30,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,361.72,0.12,385.1502,0.0818,0.1819,0.0054,0.0122,N,3.46,MV,5.19
1.5.,30,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,374.32,0.12,535.7502,0.0733,0.1883,0.0044,0.0126,N,3.27,MV,5.6
1.5.,30,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,323.84,0.14,532.4715,0.0782,0.1824,0.0058,0.0128,N,3.34,MV,4.62
1.5.,30,N,non-clon,Dianthus_carthusianorum_L.,NA,NA,230.29,0.2,469.3661,0.0791,0.1758,0.0034,0.0108,N,2.93,MV,4.73
1.5.,30,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,662.26,0.12,499.1808,0.0573,0.156,0.0192,0.0218,N,5.08,MV,5.66
1.5.,30,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,510.4,0.16,424.3211,0.0629,0.1557,0.0156,0.0246,N,5.27,MV,5.61
1.5.,30,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,668.98,0.1,628.2831,0.0584,0.1584,0.0124,0.0313,N,5.03,MV,6.05
1.5.,30,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,631.1,0.11,441.8128,0.0588,0.1569,0.0108,0.0145,N,4.86,MV,5.43
1.5.,30,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,590.41,0.14,650.0231,0.0497,0.1653,0.0079,0.0192,N,4.47,MV,5.53
1.5.,30,N,non-clon,Galium_album_Mill._ssp._Album,NA,NA,520.74,0.14,313.5372,0.0672,0.1599,0.0036,0.0044,N,5.55,MV,5.77
1.5.,30,N,non-clon,Hypericum_montanum_L.,NA,NA,487.57,0.21,418.1451,0.0588,0.1856,0.0004,0.0006,N,NA,MV,4.18
1.5.,30,N,non-clon,Hypericum_montanum_L.,NA,NA,177.66,0.58,657.0574,0.0435,0.2164,0.0006,0.0015,N,NA,MV,5.07
1.5.,30,N,non-clon,Hypericum_montanum_L.,NA,NA,306.63,0.47,486.2394,0.06,0.1902,0.0006,0.0009,N,NA,MV,5.93
1.5.,30,N,non-clon,Hypericum_montanum_L.,NA,NA,708.24,0.16,370.3338,0.0484,0.238,0.0006,0.0008,N,NA,MV,4.83
1.5.,30,N,non-clon,Hypericum_montanum_L.,NA,NA,500.45,0.29,742.1142,0.0588,0.172,0.0002,0.0004,N,5.77,MV,NA
1.5.,30,N,non-clon,Hypericum_montanum_L.,NA,NA,502.91,0.22,961.0188,0.0241,0.2256,0.0004,0.0009,N,4.51,MV,5.12
1.5.,30,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,604.19,0.06,352.7206,0.0845,0.1935,0.0082,0.02,N,4.28,MV,5.59
1.5.,30,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,586.78,0.08,451.5901,0.0686,0.1868,0.0028,0.0085,N,3.63,MV,4.74
1.5.,30,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,782.11,0.07,392.5955,0.0902,0.1963,0.0044,0.0097,N,4.46,MV,5.62
1.5.,30,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,703.02,0.06,515.6073,0.0639,0.2013,0.0056,0.0076,N,3.4,MV,4.98
1.5.,30,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,516.59,0.09,495.7176,0.0813,0.1875,0.0046,0.0111,N,4.46,MV,5.93
1.5.,30,N,non-clon,Lychnis_flos-cuculi_L.,NA,NA,664.1,0.08,455.7466,0.0783,0.175,0.008,0.0194,N,3.87,MV,5.64
1.5.,30,N,non-clon,Lythrum_salicaria_L.,NA,NA,401.73,0.33,175.3177,0.129,0.2338,0.0008,0.0007,N,NA,MV,NA
1.5.,30,N,non-clon,Lythrum_salicaria_L.,NA,NA,632.19,0.15,360.6457,0.0472,0.2927,0.0022,0.0037,N,4.04,MV,4.55
1.5.,30,N,non-clon,Lythrum_salicaria_L.,NA,NA,656.45,0.11,559.4989,0.0339,0.2655,0.0004,0.0006,N,NA,MV,5.01
1.5.,30,N,non-clon,Lythrum_salicaria_L.,NA,NA,714.69,0.13,471.6732,0.0467,0.2371,0.0014,0.0019,N,4.86,MV,5.09
1.5.,30,N,non-clon,Lythrum_salicaria_L.,NA,NA,604.26,0.12,314.278,0.068,0.2601,0.002,0.002,N,3.94,MV,5.18
1.5.,30,N,non-clon,Lythrum_salicaria_L.,NA,NA,228.34,0.33,563.1671,0.0441,0.2434,0.0006,0.0018,N,4.28,MV,5.11
1.5.,30,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,538,0.16,310.8038,0.0392,0.2821,0.0266,0.0747,N,4.78,MV,5.68
1.5.,30,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,458.46,0.19,311.0524,0.0424,0.2871,0.0258,0.0502,N,4.29,MV,4.81
1.5.,30,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,484.55,0.15,315.5102,0.0446,0.2802,0.0267,0.078,N,4.71,MV,5.89
1.5.,30,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,635.63,0.14,446.4797,0.0429,0.2341,0.0151,0.049,N,4.14,MV,5.8
1.5.,30,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,519.07,0.16,347.708,0.0419,0.2822,0.0173,0.0558,N,4.54,MV,5.04
1.5.,30,N,non-clon,Sanguisorba_minor_Scop._s.l.,NA,NA,531.11,0.15,294.7609,0.0416,0.3069,0.0399,0.0767,N,5.2,MV,5.8
1.5.,30,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,633.35,0.09,273.4328,0.0514,0.2944,0.0144,0.0159,N,4.73,MV,5.02
1.5.,30,N,non-clon,Tanacetum_parthenium_(L.)_Sch._Bip.,NA,NA,682.76,0.07,240.5687,0.0576,0.3103,0.0161,0.025,N,4.84,MV,6.3
